Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
54.1,165.6,14.3,8.1,4.6,169.1,1,Bhuttan,+1
38.6,155.1,8.3,9.7,5.2,161.5,1,Bhuttan,+1
51.4,152.2,3.5,9.4,5.9,155.7,1,Bhuttan,+1
50.7,138.2,18.6,8.4,5.2,140.7,0,Assam,-1
66.6,141.5,3.9,13.2,6.1,145.0,1,Bhuttan,+1
31.3,124.9,9.2,10.3,6.3,130.1,1,Bhuttan,+1
56.1,138.7,21.7,6.8,4.1,141.2,1,Assam,-1
33.5,145.3,5.0,9.9,5.5,148.9,1,Bhuttan,+1
35.8,137.4,13.6,9.0,4.8,143.1,1,Bhuttan,+1
58.4,118.4,13.9,7.8,4.6,120.9,0,Assam,-1
63.0,146.1,10.2,6.4,4.5,148.6,0,Assam,-1
30.7,128.4,1.4,10.7,5.3,136.9,1,Bhuttan,+1
47.3,167.4,14.6,9.6,7.2,173.0,1,Bhuttan,+1
51.5,148.5,11.6,7.7,6.0,152.0,1,Bhuttan,+1
34.1,152.0,8.6,11.2,5.6,154.7,0,Assam,-1
53.9,139.0,14.5,7.0,4.6,141.5,0,Assam,-1
35.4,138.4,0.4,9.3,6.1,141.9,1,Bhuttan,+1
74.9,147.0,17.5,8.5,4.5,149.5,1,Assam,-1
37.7,157.1,3.1,12.7,6.6,161.9,1,Bhuttan,+1
38.4,141.3,12.5,8.2,3.6,143.8,0,Assam,-1
51.6,137.3,18.9,7.1,6.6,139.8,1,Assam,-1
47.0,138.6,5.7,9.6,6.2,142.9,1,Bhuttan,+1
44.8,144.1,7.4,8.9,4.3,146.6,0,Assam,-1
52.3,164.6,7.9,7.5,6.1,167.1,0,Assam,-1
23.3,136.2,-4.9,8.8,4.8,140.1,1,Bhuttan,+1
32.4,134.4,7.4,10.5,5.5,141.6,1,Bhuttan,+1
49.6,158.5,19.6,5.0,5.8,162.4,1,Bhuttan,+1
36.1,146.0,9.7,11.3,6.3,153.6,1,Bhuttan,+1
35.6,139.7,4.5,8.7,6.1,145.3,1,Bhuttan,+1
56.6,149.4,18.0,7.5,6.3,151.9,1,Assam,-1
50.2,145.6,2.3,7.0,5.8,150.0,1,Bhuttan,+1
60.5,158.3,8.6,7.6,6.7,161.8,1,Bhuttan,+1
31.5,127.8,10.6,11.4,5.8,133.7,1,Bhuttan,+1
62.6,125.6,12.1,8.2,5.8,128.1,0,Assam,-1
41.3,142.2,1.1,8.2,7.4,147.4,1,Bhuttan,+1
46.9,147.3,18.8,7.0,4.4,149.8,0,Assam,-1
55.4,165.7,9.6,11.3,5.9,169.2,1,Bhuttan,+1
25.0,141.7,16.8,10.8,6.1,148.4,1,Bhuttan,+1
40.1,141.4,10.4,8.1,5.2,143.9,0,Assam,-1
35.9,135.1,4.7,7.4,6.7,141.2,1,Bhuttan,+1
41.1,143.4,10.3,11.9,5.3,146.9,1,Bhuttan,+1
48.0,139.0,15.2,10.7,7.0,142.5,1,Bhuttan,+1
23.4,136.5,11.0,8.1,4.5,140.0,1,Bhuttan,+1
40.5,139.7,10.1,8.5,3.0,142.8,0,Assam,-1
50.2,139.5,3.6,9.5,3.8,142.0,0,Assam,-1
42.1,132.8,12.3,7.4,3.9,135.3,0,Assam,-1
20.7,169.8,7.3,6.9,5.9,172.3,0,Assam,-1
45.1,137.4,16.5,10.0,4.4,139.9,0,Assam,-1
38.9,144.0,16.2,10.4,6.5,147.5,1,Bhuttan,+1
34.2,172.5,14.5,6.4,4.4,175.0,0,Assam,-1
42.1,141.1,20.6,7.2,5.1,143.6,0,Assam,-1
42.1,157.5,3.6,8.1,5.6,160.0,0,Assam,-1
29.7,152.1,22.5,9.5,4.8,156.5,1,Bhuttan,+1
45.3,153.1,19.1,8.8,7.6,156.6,1,Bhuttan,+1
61.4,115.3,12.8,10.6,7.5,117.8,0,Assam,-1
48.3,141.5,5.6,8.1,4.3,144.0,0,Assam,-1
55.8,136.0,8.9,6.6,4.5,138.5,0,Assam,-1
39.4,146.3,5.7,8.0,6.6,149.8,1,Bhuttan,+1
55.7,155.6,2.0,9.4,4.0,158.1,0,Assam,-1
38.6,153.4,13.1,8.2,7.4,158.5,1,Bhuttan,+1
48.5,139.0,8.5,9.1,5.3,144.0,1,Bhuttan,+1
50.1,150.9,15.9,8.2,5.6,153.4,0,Assam,-1
48.0,152.4,12.2,10.0,5.3,157.7,1,Bhuttan,+1
43.7,139.5,16.1,9.6,7.3,143.5,1,Bhuttan,+1
61.9,156.9,-0.2,8.2,5.4,160.8,0,Assam,-1
49.7,154.2,3.0,8.3,6.2,157.7,1,Bhuttan,+1
41.8,166.6,19.5,9.3,4.2,170.2,1,Bhuttan,+1
79.3,139.8,4.3,6.7,5.2,142.3,0,Assam,-1
48.6,151.3,10.4,7.5,6.7,154.8,1,Bhuttan,+1
44.1,153.5,14.5,11.0,6.6,157.0,1,Bhuttan,+1
42.5,126.6,9.3,7.4,6.5,130.3,0,Assam,-1
44.1,140.2,16.3,8.2,5.5,143.5,0,Assam,-1
51.0,150.8,5.4,8.8,3.8,153.3,0,Assam,-1
61.9,142.3,5.2,6.1,6.1,144.8,0,Assam,-1
27.1,128.4,4.4,9.6,5.3,134.7,1,Bhuttan,+1
47.9,152.9,9.3,10.0,6.4,155.4,0,Assam,-1
41.0,148.5,4.5,6.0,5.0,151.3,0,Assam,-1
44.4,144.4,10.7,11.1,7.1,148.5,1,Bhuttan,+1
40.2,140.0,14.2,5.8,4.2,142.5,0,Assam,-1
40.1,148.8,10.3,7.8,5.4,155.0,1,Bhuttan,+1
50.5,130.8,8.7,7.6,3.9,133.3,1,Assam,-1
42.6,151.5,3.1,9.8,6.4,154.0,0,Assam,-1
44.0,142.9,9.5,12.3,6.1,147.4,1,Bhuttan,+1
53.4,149.0,24.3,12.2,5.6,153.8,1,Bhuttan,+1
51.1,150.0,14.6,11.6,5.8,153.5,1,Bhuttan,+1
23.6,154.2,12.7,7.9,6.3,156.7,0,Assam,-1
55.1,156.0,15.7,9.0,5.3,160.0,1,Bhuttan,+1
57.2,138.3,19.1,10.5,3.9,141.8,1,Bhuttan,+1
55.3,146.9,4.6,8.9,3.8,150.7,0,Assam,-1
35.6,137.1,8.5,9.5,5.5,139.6,0,Assam,-1
40.5,123.1,5.9,8.6,5.6,129.0,1,Bhuttan,+1
53.4,112.8,13.8,7.8,3.7,115.3,0,Assam,-1
45.4,160.1,12.4,10.4,4.8,162.6,0,Assam,-1
27.7,151.9,7.2,12.4,6.7,157.2,1,Bhuttan,+1
49.0,139.7,14.7,7.8,6.5,143.2,1,Bhuttan,+1
49.7,149.1,16.2,8.7,5.3,153.7,1,Bhuttan,+1
64.9,153.5,12.9,8.6,3.7,156.0,0,Assam,-1
59.7,126.5,10.6,6.4,5.8,129.0,1,Assam,-1
51.8,134.1,8.9,9.1,5.6,137.6,1,Bhuttan,+1
47.1,122.5,13.9,6.3,4.3,125.0,0,Assam,-1
39.7,151.4,3.0,7.9,6.1,154.9,1,Bhuttan,+1
59.5,142.9,10.8,8.3,5.1,145.4,0,Assam,-1
46.0,141.0,10.0,8.8,6.2,146.4,1,Bhuttan,+1
49.6,143.9,5.7,7.4,4.0,146.4,0,Assam,-1
40.5,142.9,17.7,9.3,5.1,146.5,0,Assam,-1
53.2,145.7,14.5,7.4,6.7,148.2,0,Assam,-1
35.2,126.9,9.5,8.2,5.9,133.8,1,Bhuttan,+1
67.1,151.2,3.7,7.1,4.8,153.7,0,Assam,-1
56.6,147.3,17.0,9.8,4.4,149.8,0,Assam,-1
42.7,146.8,17.3,10.1,6.8,151.9,1,Bhuttan,+1
50.1,129.6,12.7,8.7,5.6,135.6,1,Bhuttan,+1
42.5,162.6,17.3,8.6,4.8,165.1,0,Assam,-1
38.6,154.0,3.8,9.2,4.9,162.4,1,Bhuttan,+1
57.9,175.3,3.7,4.9,5.6,178.4,0,Assam,-1
41.0,124.0,14.4,8.8,6.4,126.6,0,Assam,-1
64.3,166.3,8.0,8.8,7.0,169.8,1,Bhuttan,+1
57.0,124.3,9.2,8.7,4.0,126.8,0,Assam,-1
62.5,139.4,12.1,9.3,7.1,141.9,0,Assam,-1
36.0,156.4,8.5,6.3,5.7,158.9,0,Assam,-1
37.4,151.0,-1.8,7.5,6.6,154.5,1,Bhuttan,+1
54.8,151.3,9.2,9.0,5.3,153.8,0,Assam,-1
57.8,125.7,12.7,8.2,5.0,129.4,0,Assam,-1
44.4,151.3,8.3,8.0,5.3,153.8,0,Assam,-1
35.6,122.4,8.9,11.6,5.6,129.3,1,Bhuttan,+1
36.4,146.9,7.6,7.7,5.0,149.4,0,Assam,-1
50.3,130.3,11.8,4.8,5.2,132.8,1,Assam,-1
45.6,152.3,14.8,8.9,6.0,156.0,1,Bhuttan,+1
49.6,164.0,1.1,7.4,5.3,166.5,0,Assam,-1
43.7,135.6,10.8,8.8,5.7,143.0,0,Bhuttan,+1
28.1,143.6,19.1,10.5,6.5,147.1,1,Bhuttan,+1
38.9,146.0,10.7,9.1,4.0,148.5,0,Assam,-1
29.7,124.5,7.2,9.2,6.6,129.7,1,Bhuttan,+1
67.9,132.6,13.8,9.2,4.9,135.1,1,Assam,-1
58.4,144.1,13.9,7.7,5.6,146.6,0,Assam,-1
45.8,145.6,12.2,11.2,6.3,149.1,1,Bhuttan,+1
48.1,155.3,5.2,11.3,5.7,160.8,1,Bhuttan,+1
42.0,131.6,7.3,13.1,6.9,137.6,1,Bhuttan,+1
32.9,131.2,15.7,6.9,4.0,134.8,0,Assam,-1
38.5,155.6,6.2,9.9,7.0,159.1,1,Bhuttan,+1
30.3,168.1,10.0,9.0,5.8,172.2,0,Assam,-1
44.1,159.1,18.8,8.9,2.7,161.6,0,Assam,-1
34.3,129.9,9.1,9.1,5.3,134.1,1,Bhuttan,+1
64.2,138.7,18.1,8.3,4.4,141.8,0,Assam,-1
37.2,146.9,14.0,8.8,4.3,149.4,0,Assam,-1
36.5,146.7,14.5,12.6,7.3,150.8,1,Bhuttan,+1
42.2,134.9,3.4,6.3,5.7,140.1,1,Bhuttan,+1
30.5,143.4,10.6,8.4,4.1,145.9,0,Assam,-1
37.7,131.9,10.8,9.1,5.0,139.9,1,Bhuttan,+1
59.6,131.7,15.8,9.5,6.1,134.2,0,Assam,-1
39.7,141.9,11.4,9.3,5.8,145.4,1,Bhuttan,+1
46.7,140.5,7.4,6.6,5.0,143.0,0,Assam,-1
46.8,155.9,9.0,6.7,2.6,158.4,0,Assam,-1
56.4,132.8,6.0,11.0,6.0,140.4,0,Bhuttan,+1
21.6,141.0,12.1,5.0,3.6,143.5,1,Assam,-1
47.2,140.7,1.1,10.7,3.6,144.8,1,Bhuttan,+1
32.0,137.3,14.4,8.9,3.8,139.8,0,Assam,-1
47.1,150.3,5.1,12.7,6.8,155.4,1,Bhuttan,+1
37.0,148.0,15.9,7.8,6.1,150.5,0,Assam,-1
64.8,159.6,19.0,14.1,5.8,163.3,1,Bhuttan,+1
40.9,136.3,10.3,5.3,5.7,138.8,0,Assam,-1
37.7,144.0,13.1,9.9,5.0,147.5,1,Bhuttan,+1
38.6,141.8,9.1,6.5,4.7,144.3,0,Assam,-1
33.3,149.7,10.8,6.9,5.0,153.8,1,Bhuttan,+1
32.3,163.2,9.3,7.7,6.1,165.9,0,Assam,-1
37.7,148.5,16.3,9.3,8.1,152.0,1,Bhuttan,+1
49.1,154.5,5.1,8.6,5.3,157.0,0,Assam,-1
42.0,131.3,5.3,13.9,7.2,135.6,1,Bhuttan,+1
34.2,150.9,14.8,6.5,6.1,155.8,0,Assam,-1
40.2,162.6,12.7,11.1,6.0,165.1,0,Assam,-1
51.5,139.4,9.0,5.4,5.9,141.9,0,Assam,-1
54.9,141.3,11.4,11.5,6.2,144.8,1,Bhuttan,+1
54.2,155.1,5.1,7.2,6.6,159.0,1,Bhuttan,+1
38.3,157.1,12.1,8.8,6.1,159.6,0,Assam,-1
57.3,161.5,11.4,9.1,5.9,165.9,1,Bhuttan,+1
42.8,146.0,5.7,9.8,7.9,151.3,1,Bhuttan,+1
49.2,135.7,3.5,8.0,8.1,139.2,1,Bhuttan,+1
42.7,145.1,5.9,8.8,4.4,152.4,1,Bhuttan,+1
30.8,140.6,14.9,8.4,7.4,146.9,0,Bhuttan,+1
53.3,152.9,10.1,8.7,5.8,155.4,0,Assam,-1
44.2,158.8,9.2,5.5,6.3,162.3,1,Bhuttan,+1
36.2,144.1,10.5,10.0,7.1,147.6,1,Bhuttan,+1
44.1,139.5,10.4,8.7,3.7,146.9,1,Bhuttan,+1
51.2,135.8,14.2,8.0,4.6,138.3,0,Assam,-1
34.4,136.2,18.2,8.8,5.6,139.7,1,Bhuttan,+1
58.7,138.9,17.0,11.7,5.9,143.2,1,Bhuttan,+1
51.8,153.9,5.9,8.3,5.1,157.8,1,Bhuttan,+1
39.0,137.3,25.3,8.4,4.9,139.8,0,Assam,-1
51.1,146.1,11.6,8.5,6.4,150.2,1,Bhuttan,+1
30.1,131.6,8.4,7.1,7.0,135.6,1,Bhuttan,+1
39.3,133.7,4.7,11.1,3.4,140.2,1,Bhuttan,+1
54.0,136.4,7.6,7.6,4.5,138.9,0,Assam,-1
41.4,134.8,9.0,10.6,8.8,142.4,1,Bhuttan,+1
34.8,150.4,7.1,7.7,5.9,154.7,1,Bhuttan,+1
48.2,144.5,7.9,9.5,4.2,147.0,0,Assam,-1
44.6,162.1,15.4,7.8,7.5,165.6,0,Bhuttan,+1
32.7,152.2,7.8,9.6,7.4,155.7,1,Bhuttan,+1
51.8,141.0,15.7,6.3,4.5,143.5,1,Assam,-1
36.3,151.2,8.8,7.7,3.9,153.7,0,Assam,-1
42.1,147.9,24.8,7.3,7.2,152.9,1,Bhuttan,+1
51.8,149.6,15.0,11.1,6.0,153.1,1,Bhuttan,+1
53.1,148.2,13.0,7.7,5.1,150.7,0,Assam,-1
31.3,147.3,15.5,7.6,4.0,149.8,0,Assam,-1
34.1,148.2,7.1,7.6,5.8,150.7,0,Assam,-1
62.3,132.7,12.3,8.9,3.5,138.1,0,Assam,-1
65.1,127.5,9.3,8.7,6.9,130.9,0,Assam,-1
48.3,145.2,0.5,11.1,6.5,148.7,1,Bhuttan,+1
47.5,149.6,3.6,11.3,5.3,153.1,1,Bhuttan,+1
46.0,133.5,11.7,7.7,6.9,136.0,0,Assam,-1
56.6,112.7,13.4,7.0,3.7,115.2,0,Assam,-1
48.2,153.4,5.9,5.1,5.2,155.9,0,Assam,-1
44.2,163.3,14.7,8.9,6.3,166.8,1,Bhuttan,+1
31.4,142.2,11.1,9.5,6.1,148.6,1,Bhuttan,+1
34.0,144.0,9.9,12.1,6.0,149.8,1,Bhuttan,+1
40.7,155.3,8.9,10.7,6.2,158.8,1,Bhuttan,+1
51.9,147.8,6.2,9.5,6.6,152.5,1,Bhuttan,+1
39.5,125.1,4.8,10.5,6.9,128.9,1,Bhuttan,+1
64.0,145.7,8.4,8.8,3.5,149.1,0,Assam,-1
42.7,130.0,11.4,7.3,4.2,132.5,1,Assam,-1
45.8,143.2,13.4,6.3,4.7,145.7,0,Assam,-1
46.4,139.8,14.4,11.6,5.7,146.4,1,Bhuttan,+1
35.0,151.4,9.8,8.6,6.0,156.8,1,Bhuttan,+1
42.3,137.5,8.7,9.7,4.2,141.0,1,Bhuttan,+1
40.8,138.0,8.3,9.7,5.7,143.2,1,Bhuttan,+1
39.3,147.3,9.8,10.9,6.3,151.2,1,Bhuttan,+1
39.2,149.3,11.8,7.1,4.2,151.8,0,Assam,-1
45.1,140.8,2.7,8.3,5.8,145.7,1,Bhuttan,+1
41.5,152.7,11.9,9.1,7.7,156.2,1,Bhuttan,+1
39.5,135.0,6.5,14.4,6.2,139.8,1,Bhuttan,+1
50.2,150.4,8.4,6.4,5.5,152.9,0,Assam,-1
42.4,144.6,14.1,7.8,2.6,147.4,0,Assam,-1
42.1,147.2,17.3,7.8,3.7,149.7,0,Assam,-1
44.0,164.2,8.6,7.1,3.6,166.7,0,Assam,-1
52.6,134.3,12.3,7.2,5.1,136.8,0,Assam,-1
33.9,134.2,9.2,9.8,7.1,138.3,1,Bhuttan,+1
53.6,147.6,1.8,8.5,5.0,151.7,1,Bhuttan,+1
35.4,150.1,8.2,9.5,3.6,152.6,0,Assam,-1
43.1,157.7,10.2,11.4,3.9,163.2,1,Bhuttan,+1
25.4,142.3,9.6,10.2,6.2,145.8,1,Bhuttan,+1
65.7,140.7,11.8,8.6,3.8,143.6,0,Assam,-1
43.6,141.2,4.1,6.9,3.9,143.7,0,Assam,-1
36.8,147.6,-0.2,12.0,6.8,151.1,1,Bhuttan,+1
50.1,136.4,13.9,11.7,6.5,140.8,1,Bhuttan,+1
45.6,147.2,21.2,11.0,5.9,150.7,1,Bhuttan,+1
40.6,137.4,14.9,8.2,4.7,142.1,0,Bhuttan,+1
58.5,146.4,7.9,7.0,4.0,148.9,0,Assam,-1
78.3,167.7,11.2,10.5,6.6,174.1,1,Bhuttan,+1
43.6,148.0,11.3,12.3,4.6,151.5,1,Bhuttan,+1
31.3,135.1,11.9,7.2,3.8,137.6,0,Assam,-1
52.6,165.3,17.6,7.1,2.8,167.8,0,Assam,-1
55.3,154.5,6.6,9.2,5.3,163.7,1,Bhuttan,+1
60.1,163.6,12.4,13.6,4.5,171.0,1,Bhuttan,+1
60.0,141.7,8.1,11.2,8.1,145.4,1,Bhuttan,+1
67.1,136.0,2.5,8.9,8.7,140.1,1,Bhuttan,+1
63.2,109.6,9.2,5.8,3.5,112.1,0,Assam,-1
45.9,136.1,8.7,7.4,6.4,138.6,0,Assam,-1
18.8,125.0,6.0,9.9,7.1,129.9,1,Bhuttan,+1
30.7,150.0,9.1,10.2,6.3,154.9,1,Bhuttan,+1
52.8,153.7,17.0,7.3,5.2,156.3,0,Assam,-1
40.3,134.4,8.6,11.1,6.2,140.2,1,Bhuttan,+1
43.7,146.0,11.5,8.7,6.1,148.7,0,Assam,-1
43.7,137.9,10.7,9.2,4.9,140.4,1,Assam,-1
59.6,142.3,16.1,8.4,4.8,146.4,0,Assam,-1
56.7,149.1,14.4,9.0,6.6,151.6,0,Assam,-1
37.3,141.8,2.5,10.3,6.8,145.3,0,Bhuttan,+1
42.0,139.8,8.2,10.1,6.4,143.3,1,Bhuttan,+1
37.7,142.9,4.1,9.3,4.3,145.4,0,Assam,-1
50.6,137.1,10.6,8.0,4.0,139.6,0,Assam,-1
27.6,161.8,14.3,7.0,7.2,165.2,0,Assam,-1
50.0,152.9,3.2,6.6,3.8,155.4,0,Assam,-1
36.6,147.8,23.2,8.1,6.7,150.3,1,Assam,-1
45.6,153.3,7.5,8.3,7.2,158.5,1,Bhuttan,+1
32.2,138.7,6.1,11.8,5.8,144.3,1,Bhuttan,+1
41.2,158.3,20.8,6.9,5.3,161.9,0,Assam,-1
38.4,146.8,4.9,8.8,5.5,150.3,1,Bhuttan,+1
42.6,143.6,10.1,10.9,6.5,147.1,1,Bhuttan,+1
37.3,134.7,3.5,9.6,5.6,142.3,0,Bhuttan,+1
48.5,165.7,11.8,8.3,4.7,168.2,0,Assam,-1
48.2,136.5,10.8,8.2,6.2,139.0,0,Assam,-1
47.7,158.9,9.1,11.0,5.6,162.4,1,Bhuttan,+1
61.5,145.4,8.2,9.1,5.0,147.9,0,Assam,-1
40.0,153.4,16.6,7.1,4.9,156.5,0,Assam,-1
50.0,148.8,10.6,8.9,5.9,152.3,1,Bhuttan,+1
36.5,170.1,14.7,6.2,5.6,172.6,0,Assam,-1
37.7,140.8,-0.2,8.4,6.5,144.3,1,Bhuttan,+1
25.9,159.5,11.9,6.6,6.2,162.6,0,Assam,-1
39.6,147.6,21.0,11.6,6.2,151.1,0,Bhuttan,+1
29.3,150.4,16.2,8.7,5.2,152.9,0,Assam,-1
37.7,142.1,10.8,10.3,5.3,145.6,1,Bhuttan,+1
36.2,141.0,10.2,7.5,5.9,143.5,0,Assam,-1
52.0,145.4,5.9,11.2,7.2,148.9,1,Bhuttan,+1
18.6,144.3,8.3,7.2,4.7,147.0,0,Assam,-1
44.3,136.7,11.3,7.3,5.3,139.2,0,Assam,-1
47.8,146.2,3.4,10.6,7.4,152.7,1,Bhuttan,+1
45.1,143.7,13.0,9.2,5.8,146.2,0,Assam,-1
36.1,151.4,9.1,10.8,6.5,158.2,1,Bhuttan,+1
40.2,137.2,6.5,11.4,5.9,141.0,1,Bhuttan,+1
28.6,132.6,6.4,12.4,6.6,140.1,1,Bhuttan,+1
47.3,142.8,17.6,13.4,6.5,146.3,1,Bhuttan,+1
47.8,143.2,8.3,9.8,5.4,145.7,0,Assam,-1
26.4,148.5,22.1,8.8,5.3,151.0,0,Assam,-1
60.7,148.0,19.9,6.6,6.7,150.7,1,Assam,-1
51.4,151.6,16.9,10.1,5.9,157.2,0,Bhuttan,+1
36.9,154.9,13.7,7.7,5.5,158.3,0,Assam,-1
30.4,150.1,13.5,5.7,4.1,152.6,0,Assam,-1
54.4,129.4,11.4,8.9,2.7,131.9,0,Assam,-1
50.7,137.3,12.1,12.4,6.5,143.1,1,Bhuttan,+1
62.1,153.2,10.1,6.8,4.5,155.7,0,Assam,-1
44.0,151.3,9.9,6.6,5.6,159.5,1,Bhuttan,+1
36.0,134.0,1.4,10.4,5.7,138.8,1,Bhuttan,+1
57.7,158.9,16.6,7.5,5.4,161.4,0,Assam,-1
31.3,127.6,5.3,7.7,5.2,133.8,1,Bhuttan,+1
44.9,144.4,12.8,6.6,5.9,149.0,1,Bhuttan,+1
23.9,137.0,7.7,13.9,6.3,141.3,1,Bhuttan,+1
37.6,142.8,16.4,8.3,5.0,145.3,1,Assam,-1
50.5,149.3,1.9,9.8,5.3,152.1,0,Assam,-1
47.8,131.2,10.2,7.1,6.2,135.7,1,Bhuttan,+1
54.7,139.3,16.7,9.4,3.3,141.8,0,Assam,-1
43.8,148.5,-4.5,7.6,5.4,154.2,1,Bhuttan,+1
37.9,148.3,16.5,8.5,5.9,153.4,1,Bhuttan,+1
33.7,136.2,14.2,6.2,6.5,142.8,1,Bhuttan,+1
46.1,151.3,10.1,14.1,7.2,154.8,1,Bhuttan,+1
49.7,158.9,5.7,11.0,5.9,165.9,1,Bhuttan,+1
47.6,129.7,11.0,8.0,5.3,132.8,0,Assam,-1
41.3,147.9,14.9,7.5,6.8,152.4,0,Assam,-1
46.3,150.4,6.0,6.9,6.0,153.9,1,Bhuttan,+1
46.4,141.0,13.1,11.6,6.4,144.5,1,Bhuttan,+1
57.3,142.3,17.9,8.2,8.3,145.8,1,Bhuttan,+1
26.8,137.8,2.1,8.1,5.6,141.7,1,Bhuttan,+1
59.5,141.1,7.2,8.2,4.7,143.6,0,Assam,-1
35.4,149.3,12.7,10.4,3.9,151.8,0,Assam,-1
38.1,157.4,11.8,8.5,5.6,159.9,0,Assam,-1
49.2,140.9,14.7,6.4,3.7,143.4,0,Assam,-1
64.9,144.7,18.3,8.7,6.7,147.2,1,Assam,-1
51.5,142.2,2.2,6.8,4.2,144.7,0,Assam,-1
42.0,140.6,9.4,9.5,6.2,144.1,1,Bhuttan,+1
42.9,156.0,17.2,9.5,5.2,159.6,1,Bhuttan,+1
31.5,143.6,16.9,9.3,6.4,146.1,0,Assam,-1
56.8,135.4,6.4,8.8,4.3,138.9,1,Bhuttan,+1
35.9,158.3,15.3,8.5,4.8,162.3,1,Bhuttan,+1
48.0,130.5,12.9,9.7,6.2,133.2,0,Assam,-1
56.7,163.7,9.3,12.1,5.1,167.2,1,Bhuttan,+1
42.0,141.6,6.7,6.8,5.2,144.1,0,Assam,-1
52.0,150.0,15.2,6.7,6.3,155.0,1,Bhuttan,+1
51.3,155.7,15.5,7.8,5.8,161.6,1,Bhuttan,+1
52.4,124.6,11.7,10.9,3.9,127.1,0,Assam,-1
44.9,161.1,22.1,5.2,6.5,163.6,0,Assam,-1
26.6,135.1,7.2,11.9,6.5,139.0,1,Bhuttan,+1
49.1,147.4,0.6,9.3,6.9,152.6,1,Bhuttan,+1
47.2,123.0,4.4,8.3,6.4,129.1,1,Bhuttan,+1
57.2,150.6,8.0,4.6,5.8,153.1,0,Assam,-1
59.6,131.0,3.3,11.2,6.5,139.3,0,Bhuttan,+1
38.2,136.3,12.8,10.1,5.4,140.6,1,Bhuttan,+1
32.3,163.4,11.6,8.9,5.0,165.9,0,Assam,-1
45.3,147.8,1.8,8.6,7.1,153.7,0,Bhuttan,+1
19.9,153.3,19.7,7.8,3.4,155.8,1,Assam,-1
59.2,144.3,9.6,5.6,4.9,146.8,0,Assam,-1
50.4,132.6,10.9,7.1,3.4,135.1,1,Assam,-1
47.6,146.3,10.4,6.9,6.4,148.8,0,Assam,-1
57.3,141.4,11.2,7.6,4.8,143.9,0,Assam,-1
45.4,162.5,11.1,9.6,5.1,167.0,1,Bhuttan,+1
50.2,171.5,8.4,8.6,6.3,175.6,0,Assam,-1
38.7,171.7,12.3,6.8,5.4,174.2,0,Assam,-1
19.7,170.0,12.2,7.0,6.1,172.5,0,Assam,-1
58.8,147.0,17.0,10.4,3.8,149.5,0,Assam,-1
33.8,156.4,9.0,8.5,4.3,158.9,0,Assam,-1
51.8,136.5,8.4,7.4,6.5,139.0,0,Assam,-1
25.4,120.0,8.1,8.3,5.9,122.5,0,Assam,-1
43.0,140.9,12.1,9.7,4.9,143.4,0,Assam,-1
59.5,158.4,15.3,8.6,4.9,160.9,0,Assam,-1
27.3,152.1,7.7,9.5,8.0,155.6,0,Bhuttan,+1
50.6,141.2,3.6,9.4,6.5,145.7,1,Bhuttan,+1
47.8,154.5,6.9,6.4,4.2,159.6,1,Bhuttan,+1
44.9,127.7,10.4,9.8,3.6,130.2,0,Assam,-1
44.1,135.2,7.9,7.2,6.6,141.2,0,Bhuttan,+1
55.9,146.8,14.2,8.1,7.1,152.0,1,Bhuttan,+1
47.2,125.4,6.5,9.2,6.1,132.2,1,Bhuttan,+1
59.9,146.3,12.2,7.8,4.8,148.8,0,Assam,-1
56.5,150.7,12.9,5.9,5.6,153.2,0,Assam,-1
32.5,152.9,13.1,13.5,6.1,157.4,1,Bhuttan,+1
44.9,137.5,18.0,9.7,5.9,140.0,0,Assam,-1
39.6,140.1,14.5,8.1,5.4,142.6,0,Assam,-1
47.3,139.1,9.8,8.8,5.6,141.6,0,Assam,-1
38.3,135.9,15.4,12.1,5.3,139.4,1,Bhuttan,+1
55.9,146.7,18.0,11.9,6.3,152.0,1,Bhuttan,+1
38.2,144.0,15.5,11.3,6.0,150.0,1,Bhuttan,+1
49.0,169.2,3.8,8.9,7.3,173.1,1,Bhuttan,+1
37.9,149.6,10.5,7.9,7.8,156.3,1,Bhuttan,+1
40.2,154.5,12.6,12.5,5.7,158.1,1,Bhuttan,+1
31.9,134.5,3.2,10.6,6.3,139.1,1,Bhuttan,+1
53.3,142.7,11.7,8.5,5.8,145.2,0,Assam,-1
35.4,130.3,10.9,5.5,4.8,132.8,1,Assam,-1
45.5,161.6,7.6,11.1,6.2,165.1,1,Bhuttan,+1
29.2,141.1,13.8,8.5,3.7,143.6,0,Assam,-1
67.8,150.1,10.4,6.4,2.9,152.6,0,Assam,-1
41.0,145.0,7.7,8.5,6.6,149.4,1,Bhuttan,+1
42.7,138.4,10.1,9.8,6.2,140.9,0,Assam,-1
53.0,141.1,10.4,10.3,5.9,144.9,1,Bhuttan,+1
44.1,144.3,13.8,9.5,4.8,148.4,1,Bhuttan,+1
45.8,143.0,10.8,6.8,7.0,145.5,0,Assam,-1
38.9,170.1,12.8,8.4,6.4,172.6,0,Assam,-1
51.5,150.9,18.2,8.4,5.3,153.4,0,Assam,-1
37.4,137.7,11.8,10.3,5.7,141.2,1,Bhuttan,+1
47.1,140.4,17.5,6.4,3.5,142.9,0,Assam,-1
